# Backoff Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch10,17,14,0,0,18,15,0,0,15,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0
Ch11,17,14,0,0,18,15,0,0,15,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0
Ch12,17,14,0,0,18,15,0,0,15,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0
Ch13,17,14,0,0,18,15,0,0,15,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0
Ch14,17,14,0,0,18,15,0,0,15,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0,18,15,0,0,15,0,0,0,0,0,18,14,0,0,15,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 5G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Band: 5G,1T1ss,2T1ss,3T1ss,4T1ss,1T1ss,2T1ss,3T1ss,4T1ss,2T1ss,3T1ss,4T1ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss
Ch184,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch188,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch192,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch196,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch8,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch12,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch16,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch36,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch40,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch44,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch48,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch52,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch56,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch60,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch64,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
Ch68,19.5,16.5,0,0,19.5,16.5,0,0,16.5,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15,0,0,16.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0,20.5,17.5,0,0,17.5,0,0,0,0,0,19.5,16.5,0,0,17.5,0,0,0,0,0
