# Backoff Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch76,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch80,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch84,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch88,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch92,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch96,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch100,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch104,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch108,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch112,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch116,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch120,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch124,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch128,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch132,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch136,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch140,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch144,24,21,0,0,24,21,0,0,21,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0,24,21,0,0,21,0,0,0,0,0,24,20,0,0,21,0,0,0,0,0
Ch149,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,20,0,0,21,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch153,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch157,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch161,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch165,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch169,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch173,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch177,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
Ch181,26.5,23.5,0,0,26.5,23.5,0,0,23.5,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,26.5,22.5,0,0,23.5,0,0,0,0,0
